,clientId,channelGrouping,date,visitNumber,visitId,hitNumber,hour,minute,campaign,medium,keyword,city,pagePath,eventCategory,eventAction,eventLabel,v2ProductName,v2ProductCategory
0,1112994062.1561632961,Direct,20190627,1,1561632961,57,12,59,(not set),(none),(not set),Lyon,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 8,IRIS de Syracuse,Accessories
1,1819203062.1564988686,Direct,20190805,1,1564988686,32,9,5,(not set),(none),(not set),Paris,/en_fr/the-creations/jewelry/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Ring S Motif,Jewelry
2,1760481156.1551019058,Direct,20190224,1,1551019061,13,16,2,(not set),(none),(not set),Perigueux,/fr_fr/les-creations/haute-joaillerie/26-vendome/architecture-inspiree.html,Video,Hotel_Particulier - Play,/fr_fr/les-creations/haute-joaillerie/26-vendome/architecture-inspiree.html,,
3,232729343.1568389631,Direct,20190913,1,1568389631,9,17,47,(not set),(none),(not set),Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Ring S Motif,Jewelry
4,1829855792.1521191721,Display,20190211,662,1549874140,75,10,32,NYT_26first_ww_1901,display,(not set),Paris,/fr_fr/les-creations/joaillerie/couture.html,Video,pompon - 75%,/fr_fr/les-creations/joaillerie/couture.html,,
5,1786056341.1559204353,Organic Search,20190530,2,1559205652,21,10,41,(not set),organic,(not provided),Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Toi et Moi Ring S Motif,Jewelry
6,1886815866.1514542822,Organic Search,20190806,1,1565093253,14,14,13,(not set),organic,(not provided),Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Ring L Motif,Jewelry
7,1887102729.1543486829,Organic Search,20190106,4,1546785656,29,15,53,(not set),organic,(not provided),Paris,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,Video,Nature_TriomphanteFR - 0%,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,,
8,1230879357.1561070520,Direct,20190621,1,1561070520,11,0,42,(not set),(none),(not set),Lyon,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 10,Grosgrain Sunglasses,Accessories
9,1230879357.1561070520,Direct,20190621,1,1561070520,15,0,42,(not set),(none),(not set),Lyon,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 14,"Nara, the Doe Ring",not provided
10,1222870124.1563109560,Paid Search,20190714,1,1563109560,30,15,36,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/les-creations/haute-joaillerie/paris-vu-du-26.html,Navigation,Outbound link,https://medias.boucheron.com/skin/frontend/boucheron/default/images/hj-paris-vu-du-26/1200/JCO01383.png,,
11,1431702765.1554450187,Paid Search,20190405,1,1554450187,4,9,43,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/les-creations/joaillerie/jack-de-boucheron.html,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/jack-de-boucheron.html,,
12,13707288.1568361867,Paid Search,20190913,1,1568361862,30,10,6,[Search] [FR] Marque,cpc,+boucheron,Asnieres-sur-Seine,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 21,Quatre Grosgrain Bangle Bracelet,Jewelry
13,848367309.1567846019,Paid Search,20190919,5,1568900654,6,15,44,[Search] [FR] Marque - Brides,cpc,+solitaire +boucheron,Paris,/fr_fr/les-creations/mariage-fiancailles/solitaires-diamant/solitaire-facette-platine.html,Client services,Chat intention,Init by operator,,
14,1576815499.1548366806,Paid Search,20190629,8,1561794691,20,9,51,[Search] [FR] Marque - Horlogerie,cpc,boucheron montre,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 19,Flocon Necklace,Jewelry
15,1912644953.1554282851,Paid Search,20190415,2,1555281164,2,0,32,[Search] [FR] Marque - Joaillerie,cpc,boucheron bague,Paris,/fr_fr/les-creations/joaillerie/bagues.html,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/bagues.html,,
16,1460497739.1563191280,Paid Search,20190715,1,1563191280,26,13,49,[Search] [FR] Generic - Joaillerie,cpc,+bijoux,Nice,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 23,Lierre de Paris Stud Earrings,Jewelry
17,193488191.1560256433,Paid Search,20190627,13,1561648623,10,17,18,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Link Bracelet ,Jewelry
18,2016813952.1567761206,Paid Search,20190906,1,1567761206,10,11,14,[Search] [FR] Generic - Joaillerie,cpc,+joaillier,Perigueux,/fr_fr/les-creations/joaillerie/bagues.html,Client services,Chat intention,Init by operator,,
19,546449150.1569585673,Paid Search,20190927,1,1569585675,29,14,3,[Search] [FR] Marque - Joaillerie,cpc,bague boucheron,Lille,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 8,"Serpent Bohème Ring, L motif",Jewelry
20,1333084597.1524764695,Paid Search,20190517,18,1558086414,7,12,0,[Search] [FR] Marque,cpc,+boucheron,(not set),/en_fr/jack-play-it-your-way.html,Video,Reached 75%,Boucheron-Jack,,
21,354954878.1549395374,Paid Search,20190205,1,1549395374,12,20,37,[Search] [FR] Marque,cpc,boucheron,Montpellier,/fr_fr/les-creations/joaillerie/couture.html,Video,pompon - 0%,/fr_fr/les-creations/joaillerie/couture.html,,
22,1420080222.1553260757,Paid Search,20190325,4,1553510260,14,11,39,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/les-creations/joaillerie/quatre.html,Video,miss_b_francais - 50%,/fr_fr/les-creations/joaillerie/quatre.html,,
23,24896731.1548937035,Paid Search,20190131,2,1548951689,18,17,38,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/26-vendome.html,Video,26-VENDOMES-ORGANIQUE - Play,/fr_fr/26-vendome.html,,
24,1179969999.1547763177,Paid Search,20190117,1,1547763177,3,23,13,[Search] [FR] Marque - Joaillerie,cpc,bague boucheron,Paris,/fr_fr/les-creations/joaillerie/bagues/bague-kaa-le-serpent-quartz-fume-or-rose.html?pageCategory=product,Product,Hide Price,"Bague Kaa, le Serpent",,
25,898978876.1560711470,Paid Search,20190616,2,1560711697,35,21,5,[Search] [FR] Marque - Joaillerie,cpc,+boucheron +bague,Arcueil,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 24,Quatre Clou de Paris Single Clip earring,Jewelry
26,1269218330.1553295847,Paid Search,20190323,1,1553295847,7,0,4,[Search] [FR] Marque,cpc,+boucheron,Saint-Denis,/fr_fr/les-creations/horlogerie/reflet.html,Video,reflet - Pause,/fr_fr/les-creations/horlogerie/reflet.html,,
27,766175410.1556138936,Display,20190424,1,1556138935,5,22,49,_dfa_49701:4734027:22565521,cpm,(not set),Paris,/fr_fr/jack-play-it-your-way.html,Video,Reached 50%,Boucheron-Jack,,
28,631507967.1554713876,Display,20190408,1,1554713874,2,10,58,(not set),cpm,awareness,Rueil-Malmaison,/fr_fr/les-creations/joaillerie/jack-de-boucheron.html?utm_name=BOUCHERON_FR_Jewellery_Q2_JackGlobal_2019_Apr_Apr,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/jack-de-boucheron.html,,
29,2075952419.1556786751,Display,20190502,1,1556786751,6,10,46,_dfa_49701:4738624:22511958,cpm,awareness,Paris,/fr_fr/les-creations/joaillerie/jack-de-boucheron/jack-de-boucheron-un-tour-or-jaune.html,Product,Get to product details,More detail,,
30,210153002.1566644426,Email,20190824,1,1566644425,19,13,1,SUMMER LOVE IN PARIS_FR_2019_August,email,SUMMER LOVE IN PARIS_FR_2019_August,Saverne,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Toi et Moi Ring S Motif,Jewelry
31,1902207941.1566646967,Email,20190824,1,1566646967,9,13,42,SUMMER LOVE IN PARIS_FR_2019_August,email,SUMMER LOVE IN PARIS_FR_2019_August,Le Mans,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Ring S Motif,Jewelry
32,1465915185.1558822888,Direct,20190526,1,1558822888,199,1,4,(not set),(none),(not set),Montrouge,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 9,"Oulu, the Owl Ring",Jewelry
33,1461175783.1557567401,Direct,20190511,1,1557567400,26,11,38,(not set),(none),(not set),Toulouse,/fr_fr/les-creations/mariage-fiancailles/solitaires-diamant/bague-ava-pivoine.html,Product,Go to Store locator,Where to find this creation,,
34,1660413373.1563464322,Direct,20190718,1,1563464321,17,17,39,(not set),(none),(not set),Paris,/fr_fr/les-creations/mariage-fiancailles/solitaires-diamant/solitaire-beloved-967.html,Product,Get to product details,More detail,,
35,1563131178.1547757441,Direct,20190117,1,1547757440,2,21,37,(not set),(none),(not set),Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/serpent-boheme.html,,
36,368904836.1547480747,Direct,20190114,1,1547480748,2,16,46,(not set),(none),(not set),Paris,/fr_fr/,Newsletter,newsletter Popin Displayed,/fr_fr/,,
37,548485172.1544766763,Paid Search,20190517,3,1558100980,22,15,50,[Search] [FR] Reference - Quatre,cpc,bague 4 boucheron,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 9,"Kaa, the snake ring",not provided
38,1064358464.1550408970,Paid Search,20190217,1,1550408970,15,14,19,[Search] [FR] Marque,cpc,boucheron,Hyeres,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,Video,Nature_TriomphanteFR - 0%,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,,
39,813435417.1568535350,Paid Search,20190915,1,1568535350,35,10,19,[Search] [FR] Marque,cpc,boucheron,Cormeilles-en-Parisis,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 23,Quatre Red Edition Small Ring,Jewelry
40,1568634655.1556049160,Paid Search,20190423,1,1556049265,19,22,12,[Search] [FR] Marque,cpc,+boucheron,Colombes,/fr_fr/les-creations/haute-joaillerie/hiver-imperial.html,Video,hiver-imperial - Play,/fr_fr/les-creations/haute-joaillerie/hiver-imperial.html,,
41,1698334074.1555446162,Paid Search,20190416,1,1555446160,4,22,23,[Search] [FR] Generic - Horlogerie,cpc,montre femmes marque,Bussy-Saint-Georges,/fr_fr/les-creations/horlogerie/reflet.html,Video,reflet - 0%,/fr_fr/les-creations/horlogerie/reflet.html,,
42,2140747892.1563433769,Paid Search,20190718,1,1563433769,11,9,10,[Search] [FR] Marque,cpc,+boucheron,Lyon,/fr_fr/les-creations/joaillerie/quatre.html,Video,Reached 25%,miss_b_francais,,
43,2072549922.1548774440,Paid Search,20190129,1,1548774440,6,16,8,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/les-creations/joaillerie/quatre.html,Video,miss_b_francais - Play,/fr_fr/les-creations/joaillerie/quatre.html,,
44,1202046889.1551645459,Paid Search,20190303,1,1551645459,5,21,38,[Search] [FR] Marque,cpc,boucheron,Lyon,/fr_fr/les-creations/lunettes/lunettes.html,Video,BOUCHERON_Eyewear_800x450_BAT - 0%,/fr_fr/les-creations/lunettes/lunettes.html,,
45,1190565300.1556139133,Display,20190424,1,1556139134,3,22,52,_dfa_49701:4734027:22565521,cpm,(not set),Arras,/fr_fr/jack-play-it-your-way.html,Video,Start playing,Boucheron-Jack,,
46,1895823349.1560981121,Direct,20190619,1,1560981120,12,23,52,(not set),(none),(not set),Montpellier,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 11,Soleil Radiant Pendant earrings,Jewelry
47,2041554324.1561554877,Direct,20190626,1,1561554876,15,15,14,(not set),(none),(not set),Lyon,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 14,"Serpent Bohème Two-stone ring, S Motifs",Jewelry
48,1732813447.1565453741,Organic Search,20190810,2,1565459163,23,19,50,(not set),organic,(not provided),Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Toi et Moi Ring S Motif,Jewelry
49,814760813.1555317465,Organic Search,20190606,5,1559850278,32,22,1,(not set),organic,(not provided),Paris,/fr_fr/les-creations/haute-joaillerie/26-vendome.html,Video,Reached the end,26_Vendome-720,,
50,134802818.1547947579,Organic Search,20190504,26,1557002509,123,22,45,(not set),organic,(not provided),Bayonne,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème pendant S Motif,Jewelry
51,1903237287.1552809612,Paid Search,20190317,1,1552809612,6,9,1,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/les-creations/mariage-fiancailles/beloved/solitaire-beloved-diamants-et-platine.html?pageCategory=product,Product,View 360,Solitaire Beloved,,
52,220938713.1558893109,Paid Search,20190526,2,1558893200,23,19,55,[Search] [FR] Marque,cpc,boucheron,Ermont,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 16,EPURE TOURBILLON DAMIER CABOCHON,Watches
53,679458208.1553696575,Paid Search,20190327,1,1553696575,3,15,23,[Search] [FR] Generic - Joaillerie,cpc,bijou,Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/serpent-boheme.html,,
54,642095578.1551860843,Paid Search,20190306,1,1551860843,3,9,27,[Search] [FR] Generic - Joaillerie,cpc,+joaillerie,(not set),/fr_fr/catalogsearch/result/?cat55=catalogue,Newsletter,newsletter Popin Displayed,/fr_fr/catalogsearch/result/,,
55,1202163916.1524055701,Paid Search,20190123,76,1548240084,4,11,41,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/26-vendome.html,Video,26-VENDOMES-ORGANIQUE - 0%,/fr_fr/26-vendome.html,,
56,413299340.1561799057,Direct,20190629,1,1561799056,110,11,18,(not set),(none),(not set),Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Ring L Motif,Jewelry
57,1259057134.1556403773,Direct,20190428,1,1556403772,57,0,28,(not set),(none),(not set),Les Ulis,/fr_fr/les-creations/joaillerie/animaux-de-collection/bague-cypris-cygne-diamants.html,Product,Get to product details,More detail,,
58,1394205736.1549444697,Paid Search,20190206,1,1549444697,6,10,18,[Search] [FR] Reference - Quatre,cpc,boucheron quatre,Paris,/fr_fr/les-creations/joaillerie/quatre/bague-quatre-classique-large.html?pageCategory=product,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/quatre/bague-quatre-classique-large.html,,
59,2091791968.1560603427,Paid Search,20190615,1,1560603427,24,14,58,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 22,Grosgrain yellow gold wedding band,Bridal
60,1063492470.1546703523,Paid Search,20190105,1,1546703522,3,16,52,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/,Social,Facebook,Official Page,,
61,215997461.1568548143,Organic Search,20190915,1,1568548143,58,13,51,(not set),organic,(not provided),Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 11,"SERPENT BOHÈME PENDANT EARRINGS, XS AND L MOTIFS",Jewelry
62,1402418190.1556398970,Display,20190427,1,1556398969,6,23,3,_dfa_49701:4734027:22565521,cpm,(not set),Paris,/fr_fr/jack-play-it-your-way.html,Video,Reached 75%,Boucheron-Jack,,
63,1907551811.1557335354,Paid Search,20190508,1,1557335353,19,19,10,[Search] [FR] Marque,cpc,boucheron,Torcy,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 9,Quatre Radiant Edition Ring,Jewelry
64,1918264269.1563726132,Paid Search,20190725,2,1564041012,15,9,50,[Search] [FR] Generic - Joaillerie,cpc,haute joaillerie,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 9,Lierre de Paris Ring,Jewelry
65,243942008.1566030474,Paid Search,20190923,2,1569258331,10,19,5,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Ring S Motif,Jewelry
66,629193065.1559683308,Paid Search,20190604,1,1559683299,6,23,22,[Search] [FR] Marque,cpc,+boucheron,Evron,/fr_fr/jack-play-it-your-way.html,Video,Reached 50%,Boucheron-Jack,,
67,1104582728.1551513168,Paid Search,20190302,1,1551513169,21,8,56,[Search] [FR] Reference - Quatre,cpc,bague quatre boucheron,Marseille,/fr_fr/les-creations/joaillerie/quatre/l/bagues/or-blanc/price:1000-3000.html,Video,miss_b_francais - Pause,/fr_fr/les-creations/joaillerie/quatre/l/bagues/or-blanc/price:1000-3000.html,,
68,1054699314.1553431806,Paid Search,20190324,1,1553431804,3,13,50,[Search] [FR] Generic - Joaillerie,cpc,+bijoux,Bastia,/fr_fr/les-creations/joaillerie/quatre.html,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/quatre.html,,
69,1868558021.1561908218,Direct,20190630,1,1561908226,4,17,25,(not set),(none),(not set),Paris,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,Video,Reached 25%,Nature_TriomphanteFR,,
70,1593554645.1555489350,Paid Search,20190417,1,1555489348,8,10,23,[Search] [FR] Marque,cpc,+boucheron,Rueil-Malmaison,/fr_fr/les-creations/haute-joaillerie/hiver-imperial.html,Video,hiver-imperial - 50%,/fr_fr/les-creations/haute-joaillerie/hiver-imperial.html,,
71,2063874936.1552146021,Paid Search,20190309,1,1552146015,5,16,41,[Search] [FR] Marque - Joaillerie,cpc,boucheron bague,Montauban,/fr_fr/les-creations/joaillerie/quatre.html,Video,miss_b_francais - 0%,/fr_fr/les-creations/joaillerie/quatre.html,,
72,4106480.1557128115,Paid Search,20190506,1,1557128115,13,9,36,[Search] [FR] Marque,cpc,+boucheron,Strasbourg,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 10,Epure Oursin,Watches
73,1350934950.1549978419,Paid Search,20190212,1,1549978422,3,14,34,[Search] [FR] Reference - Quatre,cpc,+boucheron +4,Paris,/fr_fr/les-creations/joaillerie/quatre.html,Video,miss_b_francais - 0%,/fr_fr/les-creations/joaillerie/quatre.html,,
74,684727681.1551865935,Paid Search,20190306,1,1551865951,12,10,54,[Search] [FR] Reference - Quatre,cpc,boucheron quatre,Perigueux,/fr_fr/les-creations/joaillerie/quatre.html,Video,miss_b_francais - 50%,/fr_fr/les-creations/joaillerie/quatre.html,,
75,1602532143.1567685067,Paid Search,20190905,1,1567685067,12,14,5,[Search] [FR] Marque - Brides,cpc,bague fiancaille en ligne,Beziers,/fr_fr/les-creations/mariage-fiancailles/bague-de-fiancailles/alliance-serpent-boheme-or-blanc.html,Product,Get to product details,More detail,,
76,1097496908.1566686629,Paid Search,20190825,1,1566686628,9,0,43,[Search] [FR] Collection Serpent Bohème,cpc,boucheron serpent boheme,Lyon,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème pendant S Motif,Jewelry
77,1425672545.1544536632,Paid Search,20190904,4,1567586427,13,10,41,[Search] [FR] Marque - Joaillerie,cpc,+boucheron +bague,Courbevoie,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 15,Epure tourbillon Vitis,not provided
78,1106274410.1560772620,Paid Search,20190619,3,1560940333,8,12,32,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/les-creations/joaillerie/quatre.html,Video,Start playing,miss_b_francais,,
79,224330869.1550938176,Paid Search,20190223,1,1550938175,7,17,11,[Search] [FR] Marque - Joaillerie,cpc,boucheron bague,Montbrison,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,Video,Nature_TriomphanteFR - 0%,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,,
80,1502559546.1558977616,Paid Search,20190527,1,1558977616,47,19,24,[Search] [FR] Collection Serpent Bohème,cpc,bague serpent boheme boucheron,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 20,Pivoine Ring,Bridal
81,1202034180.1563380088,Paid Search,20190718,4,1563453746,25,15,13,[Search] [FR] Marque,cpc,boucheron,Paris,/en_fr/the-creations/eyewear/eyewear.html,Video,Reached 75%,Boucheron-eyewear-2019,,
82,809485190.1540291445,Paid Search,20190327,8,1553707929,11,18,35,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/les-creations/joaillerie/quatre.html,Video,miss_b_francais - 25%,/fr_fr/les-creations/joaillerie/quatre.html,,
83,1777282672.1568875481,Paid Search,20190919,1,1568875480,11,8,47,[Search] [FR] Generic - Joaillerie,cpc,bijouterie,Le Havre,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème pendant S Motif,Jewelry
84,430480195.1559631087,Paid Search,20190605,2,1559759469,16,20,32,[Search] [FR] Reference - Quatre,cpc,bague 4 boucheron,Vitry-sur-Seine,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 8,"Serpent Bohème Two-stone ring, S motifs",Jewelry
85,1539664417.1526079185,Paid Search,20190527,1,1558988387,43,22,23,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 19,Lierre de Paris Necklace,Jewelry
86,1902181477.1554048502,Paid Search,20190331,1,1554048500,10,18,10,[Search] [FR] Marque,cpc,boucheron,(not set),/fr_fr/boutiques.html,Product,Find a store,Bague Quatre Classique Small,,
87,1317156629.1568465970,Paid Search,20190914,1,1568465962,9,14,59,[Search] [FR] Generic - Joaillerie,cpc,+bijoutiers,Nantes,/fr_fr/les-creations/joaillerie/quatre.html,Video,Start playing,miss_b_francais,,
88,837965838.1554364590,Paid Search,20190404,1,1554364591,3,9,57,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/les-creations/joaillerie/nature-triomphante.html,Newsletter,newsletter Popin Displayed,/fr_fr/les-creations/joaillerie/nature-triomphante.html,,
89,2121099800.1557263099,Paid Search,20190507,2,1557264347,5,23,26,[Search] [FR] Marque,cpc,+boucheron,Paris,/fr_fr/jack-play-it-your-way.html,Video,Reached 50%,Boucheron-Jack,,
90,417403632.1562505557,Paid Search,20190707,1,1562505557,14,15,19,[Search] [FR] Marque - Brides,cpc,+boucheron +bague,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 9,"Nara, the Doe Ring",not provided
91,1664494974.1566286106,Paid Search,20190820,1,1566286104,9,9,29,[Search] [FR] Generic - Horlogerie,cpc,montre femme,Saint-Maur-des-Fosses,/fr_fr/les-creations/horlogerie/reflet.html,Video,Reached 50%,reflet,,
92,2003253786.1560326586,Paid Search,20190612,3,1560326831,23,10,9,[Search] [FR] Marque,cpc,+boucheron,Lyon,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Toi et Moi Ring S Motif,Jewelry
93,1576815499.1548366806,Paid Search,20190629,8,1561794691,11,9,51,[Search] [FR] Marque - Horlogerie,cpc,boucheron montre,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 10,Epure Oursin,Watches
94,1536498550.1556347500,Display,20190427,1,1556347500,7,8,45,_dfa_49701:4734027:22565521,cpm,(not set),Toulouse,/fr_fr/jack-play-it-your-way.html,Video,Reached the end,Boucheron-Jack,,
95,1235171969.1558892203,Paid Search,20190526,1,1558892202,8,19,37,[Search] [FR] Marque,cpc,+boucheron,Orleans,/fr_fr/les-creations/horlogerie/reflet.html,Video,Reached 50%,reflet,,
96,2124603550.1541612588,Paid Search,20190102,2,1546467454,7,23,19,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,Video,Nature_TriomphanteFR - 0%,/fr_fr/les-creations/haute-joaillerie/nature-triomphante.html,,
97,1460497739.1563191280,Paid Search,20190715,1,1563191280,26,13,49,[Search] [FR] Generic - Joaillerie,cpc,+bijoux,Nice,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 23,Serpent Bohème Long necklace 6 Motifs,Jewelry
98,215930248.1556960588,Display,20190504,1,1556960586,36,11,12,_dfa_49701:4738624:22511958,cpm,awareness,Grenoble,/fr_fr/les-creations/joaillerie/couture.html,Video,Reached the end,pompon,,
99,767002501.1547029882,Paid Search,20190109,1,1547029882,5,11,31,[Search] [FR] Marque,cpc,bucheron,Versailles,/fr_fr/26-vendome.html,Video,26-VENDOMES-ORGANIQUE - 25%,/fr_fr/26-vendome.html,,
100,1239735683.1549359298,Paid Search,20190205,4,1549376199,13,15,18,[Search] [FR] Marque,cpc,+boucheron +paris,Paris,/fr_fr/les-creations/horlogerie/reflet.html,Video,reflet - 100%,/fr_fr/les-creations/horlogerie/reflet.html,,
101,1597324645.1550696795,Paid Search,20190221,2,1550742530,11,10,49,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/les-creations/joaillerie/quatre.html,Video,miss_b_francais - Play,/fr_fr/les-creations/joaillerie/quatre.html,,
102,196144655.1558135954,Paid Search,20190518,2,1558138559,24,2,17,[Search] [FR] Marque,cpc,boucheron,Bandol,/fr_fr/les-creations/mariage-fiancailles/solitaires-diamant/solitaire-beloved-967.html,Product,Get to product details,More detail,,
103,33300688.1549382420,Paid Search,20190205,1,1549382418,5,17,1,[Search] [FR] Marque,cpc,+bouchero,Sartrouville,/fr_fr/les-creations/joaillerie/couture.html,Video,pompon - Play,/fr_fr/les-creations/joaillerie/couture.html,,
104,1539022960.1561537955,Paid Search,20190626,2,1561538016,8,10,34,[Search] [FR] Marque - Horlogerie,cpc,+montre +boucheron,Quimper,/fr_fr/les-creations/horlogerie/reflet.html,Video,Reached 50%,reflet,,
105,1908274305.1566659885,Paid Search,20190824,1,1566659885,22,17,18,[Search] [FR] Marque,cpc,boucheron,Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 10,Absolu de Nuit Femme,Accessories
106,1374490016.1548062829,Paid Search,20190121,1,1548062828,15,10,33,[Search] [FR] Marque,cpc,boucheron,Neuilly-sur-Seine,/fr_fr/26-vendome.html,Video,26-VENDOMES-ORGANIQUE - End,/fr_fr/26-vendome.html,,
107,1695543756.1565279280,Paid Search,20190808,1,1565279281,9,17,48,[Search] [FR] Reference - Brides,cpc,boucheron bague diamant,Paris,/fr_fr/les-creations/mariage-fiancailles/solitaires-diamant/bague-pivoine-or-rose-et-diamants.html,Client services,Chat intention,Init by operator,,
108,1351018324.1566309811,Paid Search,20190820,1,1566309812,8,16,4,[Search] [FR] Marque,cpc,+boucheron,Metz,/fr_fr/les-creations/mariage-fiancailles/solitaires-diamant/base-bague-ava-rond.html,Product,Get to product details,More detail,,
109,336023387.1566644795,Email,20190824,2,1566644807,9,13,6,SUMMER LOVE IN PARIS_FR_2019_August,email,SUMMER LOVE IN PARIS_FR_2019_August,Strasbourg,/fr_fr/les-creations/joaillerie/serpent-boheme.html,E-commerce,Product impression,Product Impression 8,Serpent Bohème Toi et Moi Ring S Motif,Jewelry
110,1239365682.1565098120,Direct,20190806,1,1565098119,22,15,31,(not set),(none),(not set),(not set),/fr_fr/les-creations/joaillerie/couture.html,Video,Start playing,pompon,,
111,1957408236.1566149809,Direct,20190818,1,1566149810,14,19,37,(not set),(none),(not set),Paris,/fr_fr/catalogsearch/result/,E-commerce,Product impression,Product Impression 10,Grosgrain pink gold wedding band,Bridal
